label,text,len
ham,wake early d dark wait find sack stone  d sea pass time sun rise find r not stone diamond wake early d good night,0.302
spam,claim shopping spree win ,0.086
ham,ur physics a,0.023
ham,dear friend sorry late information today birthday loving ar  detail log face book number not miss delicious treat,0.198
ham,r go send,0.032
ham,transaction,0.03
ham,dear get train seat low seat,0.039
ham,let know need salad desert beer shall,0.098
ham,wat r u,0.014
ham,whore unbelievable,0.027
spam,want funk ur weekly new tone reply text original n well tone network operator rate apply,0.155
ham,sure mean,0.037
ham,love know feel belly warm wish love shall meet dream adore kiss,0.157
spam,twink bear skin jock call miss weekend fun min stop text rate,0.156
ham,love want flood pretty pussy cum,0.054
ham,hey angry reply,0.039
ham,short cute good person,0.033
ham,remember bead come ,0.045
ham,thread section forum post nitro request start page collect,0.144
ham,time history need comfort luxury sell price onion petrol beer r,0.18
ham,love day send dis ur come marry d person u u ignore dis u lose ur,0.169
ham,actually get cash,0.061
spam,try contact reply offer video handset network min unlimited text  reply,0.158
ham,,0.039
ham,da happy sit na,0.041
ham,song creative test quality say check review,0.074
ham,dude fake get money y u u member wit mail link u credit r draw wen,0.204
ham,dude brownie sister awesome take pic,0.088
spam,urgent try contact weekend draw show win prize guarantee  claim code valid,0.158
ham,not restrict eat like day,0.074
ham,ask come,0.037
ham,funeral home dad,0.039
ham,text address,0.035
ham,excellent wish right,0.043
ham,yep fine ice age,0.042
ham,will not belive,0.037
ham, wat,0.03
ham, k wat guy stop irritate u,0.082
ham,long,0.032
ham,number,0.028
spam,ur award gift voucher free entry r weekly draw music,0.118
ham,sorry finish exam,0.055
ham,get arrest possession,0.067
ham,right space want need start issue go suggest set definite there maybe ready,0.244
ham,normal,0.024
ham,protect e threat sib ask sensitive information like pin share password anybody,0.159
ham,miss record message leave day listen hear sound voice love,0.159
ham,hi yahoo like chat someday,0.07
ham,grandfather expire leave today,0.057
spam,congratulation u claim row c concert gift guarantee claim cost,0.161
ham,  work get find spot work need,0.139
ham,sure come bit,0.04
ham,agree stop ask question,0.086
ham,let pool money buy bunch lotto ticket win u deal,0.116
ham,,0.003
ham,u question hour answer,0.053
ham,watch nice like,0.042
ham,think forget come auction,0.054
ham,come n pick ar,0.033
ham,early bird purchase,0.03
ham,go pay rent bank payment,0.07
ham,ill pick time park,0.094
ham,hey mate u u ave good holiday de,0.062
ham,come say medicine,0.072
ham,chile hour drive come time sublet audition season,0.142
ham,yes life take lot turn sit try hold steering,0.085
ham,yeah think know later,0.066
ham, not wait lick,0.032
ham,today not want excuse,0.055
spam,fantasy football sky sky active play dream team scoring start register opt,0.161
ham,tell an send,0.058
ham,u town,0.016
ham,look forward sex sleep,0.071
ham,require,0.038
ham,true k u dis  ,0.044
ham,not worry day big come til enjoy,0.077
ham,oh ya get hip hop open think jazz zoom cine actually tonight free lesson tonight,0.148
spam,free single find partner area real people wait chat chat send,0.151
ham, tomorrow,0.032
ham, find farm shop buy cheese way,0.085
ham,r u work,0.022
spam,win new harry potter order phoenix book reply harry answer question chance reader,0.139
ham,yep like pink furniture tho,0.038
spam,free ,0.109
ham,customer place cal u sir,0.032
spam,oh god find number glad text ,0.106
ham,pure hearted person wonderful smile make enemy feel guilty enemy catch world smile,0.198
ham,s girl u know care sweet don t u,0.104
ham,theoretically yeah able come,0.044
ham,alright hook guy,0.042
ham,know people town,0.061
ham,let math good,0.043
ham,oh wait not finish,0.046
ham,yeah usual guy town definitely people know,0.076
ham,join today formally talk later,0.061
ham,happy sad thing past is good morning,0.076
ham, message e mail,0.046
ham, scare u fat u dun wan,0.061
ham,u message,0.022
ham,sorry sir tomorrow ,0.05
ham,need person na,0.044
ham,leave vague say inform person account delay rent discuss housing agency rent place check place,0.257
ham,hi m come home hey course expect welcome party lot present ill phone u load love nicky x x x x x x x x x,0.159
ham,tell an send,0.058
ham,short cute good person,0.033
ham,gumby special cheese pizza know tonight,0.096
spam,link picture send use,0.096
ham,like personal sized,0.029
ham,great aunt anniversary party tarpon spring,0.063
ham,cab pick drop door step,0.053
ham,,0.034
ham,unlimited text limited minute,0.033
spam,double orange tariff late free ,0.151
ham,problem spend lot quality time,0.065
spam,urgent attempt contact prize yesterday await collection claim ,0.15
ham,hear week,0.03
spam,dear final notice collect holiday cash award landline ,0.153
ham,yes practice,0.019
spam,tell u claim prize u enter ur mobile personal detail prompt careful,0.12
ham,thank wonderful,0.036
ham,time job na tuition,0.04
ham,mean confirm tot ,0.063
ham,,0.004
ham,depend like treat ,0.05
ham,right later,0.028
ham,wait e car mum u reach home,0.057
spam,account show unredeemed point claim identifier code,0.128
spam,want new video handset network min half price line rental  reply delivery tomorrow,0.145
ham,go fast asleep care,0.032
ham,mean fat head,0.038
ham,sound like plan cold sit radiator,0.086
ham, like proper tongue,0.037
ham,good wonder will not hi smile cope long distance,0.116
ham, da car later c lar wear short,0.077
spam,important customer service announcement  ,0.086
ham,yeah,0.017
ham,today accept day u accept brother sister lover mean enemy,0.156
ham, message,0.038
ham,c u,0.013
ham,eh ur get stock lei mon come look c get,0.088
ham,need y suddenly,0.064
ham,wish think go to snow flurry usually melt hit ground  snow bear,0.205
spam,free reply real poly     tone free u join,0.157
ham,thing change sentence want concentrate educational career m leave ,0.114
ham,oh perform write paper movie home midnight huh,0.078
ham, let ah coz know later drop card box right,0.121
ham, rain,0.025
ham,have trouble sleep,0.046
ham,not add right,0.028
ham,need remember eat drink appreciate keep company night babe smile,0.126
ham,babe lose try,0.046
ham,yes nigh not aha,0.023
ham,get to home cos b go shop present,0.084
ham,go to death day cable outage,0.072
ham, ,0.03
ham,space poker u,0.022
ham,come n tell u tell,0.048
ham,need ,0.024
ham,r give chance,0.046
ham,yeah fact ask need like hour ago ,0.086
ham,strike red bird antelope begin believe flower contention,0.158
ham,y wan c doctor,0.031
ham,daddy,0.025
spam,free totally free reply message right,0.102
ham,borderline  yeah,0.035
ham,get landline number ask come anna afternoon,0.106
ham,ya dinner,0.048
ham,gentle princess sweet gentle love,0.06
ham,u baby girl hope u time ure phone miss u touch,0.097
ham,sorry go bed early,0.036
ham,like think possibility pub later,0.071
ham,yeah groove m look forward pound special,0.083
ham,get video tape type message u free wan help  cos u wan watch infernal affair ask u ask,0.153
ham,hi dude r u da mise u today,0.038
ham,hungry buy food good lei mum n dun wan buy little bit,0.082
spam,refuse loan unsecured credit free text help,0.114
ham,probably will eat today think go to pop weekend u miss,0.094
ham,know u sleep v late yest wake late,0.052
ham,not angry practice real thing ,0.084
ham,day,0.033
ham,kiss feel,0.042
ham,nice day dear,0.024
ham,send detail mail box,0.054
ham,dad,0.023
spam,specially select receive award line close cost  apply ,0.138
ham,ask message,0.045
ham,e timing w u,0.037
ham,love love u lot,0.028
ham,hi care,0.044
spam,win value customer computer pick win prize collect easy ,0.134
ham,u turn heater heater set degree,0.073
ham,thank message appreciate sacrifice sure process direct pay find way test tomorrow class wonderful day,0.202
ham,trouble class expect recovery time place,0.14
spam,free video camera phone half price line rental cross min ,0.146
ham,wot u j,0.013
ham,night night tomorrow,0.029
ham,roger probably go,0.053
ham,u think girl propose u today see ur bloody funky face,0.132
ham,wish u feel,0.035
spam,great new offer double double good orange tariff late camera phone free free ,0.16
ham,reason team budget available buy unsold player base rate,0.096
ham,u rebel sweet little buddy c ya needs bloke,0.073
spam,,0.018
ham,huh not page,0.055
ham, mum n sis,0.06
ham,nationwide auto like road like,0.083
ham,hey miss night phone charge smile meet friend shortly,0.111
ham, want,0.04
ham,friendship game play word start march end tomorrow yesterday today e,0.141
spam,club new poly direct mobile week,0.063
ham,hello sort town  not rush home eat let know eta,0.104
ham, not ticket cos like late u wan look ur ,0.133
spam,bank granite issue strong buy explosive pick member symbol ,0.137
ham,way ur home,0.026
ham, ask,0.053
ham, yep phone know obviously cos s real word,0.07
ham,love cuddle want hold strong arm right,0.067
ham,r u continent,0.022
ham,pay like yr difficult,0.063
spam,housewife chat n date  national rate min landline,0.095
spam,try reply video mobile min unlimited text free reply ,0.143
ham,k k treat,0.033
spam,time try contact u win prize claim easy minute national rate,0.158
ham,go to worry will money use,0.074
ham,gift year not bad,0.06
ham,beneath pale moon light think u dream come true sweet dream,0.144
ham,pattern emerge friend tell drive come smoke tell weed fiend smoke impede thing hesitant,0.22
ham,ow u pay tell u,0.055
ham,fine aint tho see scary movie yest funny want afternoon town mall,0.127
ham,reach home min,0.027
ham,forgot work today chat thing drop text free ring hope nose essay,0.162
ham,ha walk tram cousin say walk market hotel,0.112
spam,win u currently tour  text cost text,0.161
spam,customer service representative win guarantee cash prize,0.147
ham,discuss mother ah,0.03
ham,,0.003
ham,sorry text drive coherently,0.061
spam,receive week triple echo shortly enjoy,0.073
ham,place room,0.039
ham,lot time especially pie like minute long stop singe,0.103
ham,day,0.048
spam,select stay hotel holiday value dial claim national rate ,0.158
ham,university southern,0.034
ham,pick,0.037
ham,u shop get stuff u wan watch infernal affair come lar,0.089
ham, ball time call,0.031
ham,wat time wan today,0.022
ham,  conform,0.036
ham,oh wat ur,0.023
ham,yes princess go moan,0.045
ham,remember til,0.042
ham, good evening u s,0.04
ham,cool text,0.028
ham,sorry watch movie wit,0.084
ham,happy babe woo party dude,0.052
ham,take food pretty dress pantie ,0.078
ham,wot u u go to k,0.054
spam,choose receive award claim number collect award select receive value mobile customer,0.158
ham,hold,0.023
ham,not flatter tell man pint carlin minute,0.093
ham,hope,0.024
ham,not pick phone right send message,0.051
ham,home n ready,0.022
spam,customer service representative win guarantee cash prize,0.147
ham,time u,0.023
ham,literally bed like hour,0.065
ham,yes reg,0.021
ham,mean yes,0.029
spam,win cash prize prize worth,0.045
spam,thank order reference number mobile charge tone arrive customer service,0.156
ham,starve lose pound end day,0.066
ham,yeah impression get,0.032
ham,care understand,0.034
ham,motivate darkness shine light wait find good friend trust love ,0.153
ham,ya dinner,0.023
ham,sleep,0.032
ham,not ne plan coz want come,0.069
ham,school starting stay weather like food social support system like friend school thing important,0.18
ham,ha ha nan iyo u share thing wit far tell body utter word u ur trust tell time not use word,0.255
ham, text,0.031
ham,hi di meet tonight,0.059
spam,pub quiz win high street prize u know new duchess stop,0.154
spam,week member offer accessible detail  week offer mobile,0.158
ham,set free think text blake address occur sure think,0.138
